Identifier,CP Short Title,Event Label,Parent Code,Name,Code,Lineage,Specimen Class,Specimen Type,Anatomic Site,Laterality,Pathology,Storage Type,Initial Quantity,Concentration,Quantity Unit,Concentration Unit,Collector#Email Address,Collection Container,Collection Procedure,Receiver#Email Address,Label Format,Label Auto Print Mode,Label Print Copies,Pre-barcoded Tube,Sort Order,Default Custom Field Values,Activity Status,Parent UID,Unique ID
23844,MMGE-MJFF-PPMI-BIO,V16,,,38,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23825,sr_23844
23845,MMGE-MJFF-PPMI-BIO,V16,,,39,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23825,sr_23845
25011,MMGE-MJFF-PPMI-BIO,V16,,FROZEN,45,New,Tissue,Tissue Frozen,Cervical Paravertebral,Not Specified,Not Specified,Virtual,,,each,'-,,Sterile Container,Not Specified,,,,,no,,,Active,,sr_25011
25012,MMGE-MJFF-PPMI-BIO,V16,,FROZEN,46,New,Tissue,Tissue Frozen,Cervical Paravertebral,Not Specified,Not Specified,Virtual,,,each,'-,,Sterile Container,Not Specified,,,,,no,,,Active,,sr_25012
25013,MMGE-MJFF-PPMI-BIO,V16,,FORMALIN,42,New,Tissue,Tissue Fixed,Cervical Paravertebral,Not Specified,Not Specified,Virtual,,,each,'-,,Sterile Container,Not Specified,,,,,no,,,Active,,sr_25013
25014,MMGE-MJFF-PPMI-BIO,V16,,,43,New,Fluid,Urine,Not Specified,Not Specified,Not Specified,Virtual,15000.00000000,,uL,,,Urine Cup,Not Specified,,,,,no,,,Active,,sr_25014
25015,MMGE-MJFF-PPMI-BIO,V16,,,44,Aliquot,Fluid,Urine,Not Specified,Not Specified,Not Specified,Manual,15000.00000000,,uL,,,Urine Cup,Not Specified,,,,,no,1,,Active,sr_25014,sr_25015
23881,MMGE-MJFF-PPMI-BIO,V17,,,1,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,10000.00000000,,uL,,,RNA PAXgene Tube 10mL,Not Specified,,,,,no,,,Active,,sr_23881
23882,MMGE-MJFF-PPMI-BIO,V17,,,2,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,10000.00000000,,uL,,,RNA PAXgene Tube 10mL,Not Specified,,,,,no,,,Active,,sr_23882
23883,MMGE-MJFF-PPMI-BIO,V17,,,3,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,10000.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,,sr_23883
23884,MMGE-MJFF-PPMI-BIO,V17,,,4,Derived,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Virtual,,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23883,sr_23884
23886,MMGE-MJFF-PPMI-BIO,V17,,,5,Aliquot,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23884,sr_23886
23887,MMGE-MJFF-PPMI-BIO,V17,,,6,Aliquot,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23884,sr_23887
23888,MMGE-MJFF-PPMI-BIO,V17,,,7,Aliquot,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23884,sr_23888
23889,MMGE-MJFF-PPMI-BIO,V17,,,8,Aliquot,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23884,sr_23889
23885,MMGE-MJFF-PPMI-BIO,V17,,,9,Derived,Fluid,Buffy Coat,Not Specified,Not Specified,Not Specified,Virtual,,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23883,sr_23885
23890,MMGE-MJFF-PPMI-BIO,V17,,,10,Aliquot,Fluid,Buffy Coat,Not Specified,Not Specified,Not Specified,Manual,750.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23885,sr_23890
23891,MMGE-MJFF-PPMI-BIO,V17,,,11,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,3000.00000000,,uL,,,EDTA Tube - 3mL,Not Specified,,,,,no,,,Active,,sr_23891
23892,MMGE-MJFF-PPMI-BIO,V17,,,12,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,3000.00000000,,uL,,,EDTA Tube - 3mL,Not Specified,,,,,no,,,Active,,sr_23892
23893,MMGE-MJFF-PPMI-BIO,V17,,,13,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,10000.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,,sr_23893
23894,MMGE-MJFF-PPMI-BIO,V17,,,14,Derived,Fluid,Serum,Not Specified,Not Specified,Not Specified,Virtual,,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23893,sr_23894
23895,MMGE-MJFF-PPMI-BIO,V17,,,15,Aliquot,Fluid,Serum,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23894,sr_23895
23896,MMGE-MJFF-PPMI-BIO,V17,,,16,Aliquot,Fluid,Serum,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23894,sr_23896
23897,MMGE-MJFF-PPMI-BIO,V17,,,17,Aliquot,Fluid,Serum,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23894,sr_23897
23898,MMGE-MJFF-PPMI-BIO,V17,,,18,Aliquot,Fluid,Serum,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23894,sr_23898
23899,MMGE-MJFF-PPMI-BIO,V17,,,19,New,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Virtual,30000.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,,sr_23899
23900,MMGE-MJFF-PPMI-BIO,V17,,,20,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23899,sr_23900
23901,MMGE-MJFF-PPMI-BIO,V17,,,21,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23899,sr_23901
23902,MMGE-MJFF-PPMI-BIO,V17,,,22,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23899,sr_23902
23903,MMGE-MJFF-PPMI-BIO,V17,,,23,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23899,sr_23903
23904,MMGE-MJFF-PPMI-BIO,V17,,,24,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23899,sr_23904
23905,MMGE-MJFF-PPMI-BIO,V17,,,25,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23899,sr_23905
23906,MMGE-MJFF-PPMI-BIO,V17,,,26,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23899,sr_23906
23907,MMGE-MJFF-PPMI-BIO,V17,,,27,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23899,sr_23907
23908,MMGE-MJFF-PPMI-BIO,V17,,,28,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23899,sr_23908
23909,MMGE-MJFF-PPMI-BIO,V17,,,29,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23899,sr_23909
23910,MMGE-MJFF-PPMI-BIO,V17,,,30,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23899,sr_23910
23911,MMGE-MJFF-PPMI-BIO,V17,,,31,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23899,sr_23911
23912,MMGE-MJFF-PPMI-BIO,V17,,,32,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23899,sr_23912
23913,MMGE-MJFF-PPMI-BIO,V17,,,33,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23899,sr_23913
23914,MMGE-MJFF-PPMI-BIO,V17,,,34,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23899,sr_23914
23915,MMGE-MJFF-PPMI-BIO,V17,,,35,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23899,sr_23915
23916,MMGE-MJFF-PPMI-BIO,V17,,,36,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23899,sr_23916
23917,MMGE-MJFF-PPMI-BIO,V17,,,37,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23899,sr_23917
23918,MMGE-MJFF-PPMI-BIO,V17,,,38,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23899,sr_23918
23919,MMGE-MJFF-PPMI-BIO,V17,,,39,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23899,sr_23919
25016,MMGE-MJFF-PPMI-BIO,V17,,FROZEN,45,New,Tissue,Tissue Frozen,Cervical Paravertebral,Not Specified,Not Specified,Virtual,,,each,'-,,Sterile Container,Not Specified,,,,,no,,,Active,,sr_25016
25017,MMGE-MJFF-PPMI-BIO,V17,,FROZEN,46,New,Tissue,Tissue Frozen,Cervical Paravertebral,Not Specified,Not Specified,Virtual,,,each,'-,,Sterile Container,Not Specified,,,,,no,,,Active,,sr_25017
25018,MMGE-MJFF-PPMI-BIO,V17,,FORMALIN,42,New,Tissue,Tissue Fixed,Cervical Paravertebral,Not Specified,Not Specified,Virtual,,,each,'-,,Sterile Container,Not Specified,,,,,no,,,Active,,sr_25018
25019,MMGE-MJFF-PPMI-BIO,V17,,,43,New,Fluid,Urine,Not Specified,Not Specified,Not Specified,Virtual,15000.00000000,,uL,,,Urine Cup,Not Specified,,,,,no,,,Active,,sr_25019
25020,MMGE-MJFF-PPMI-BIO,V17,,,44,Aliquot,Fluid,Urine,Not Specified,Not Specified,Not Specified,Manual,15000.00000000,,uL,,,Urine Cup,Not Specified,,,,,no,1,,Active,sr_25019,sr_25020
23925,MMGE-MJFF-PPMI-BIO,V18,,,1,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,10000.00000000,,uL,,,RNA PAXgene Tube 10mL,Not Specified,,,,,no,,,Active,,sr_23925
23926,MMGE-MJFF-PPMI-BIO,V18,,,2,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,10000.00000000,,uL,,,RNA PAXgene Tube 10mL,Not Specified,,,,,no,,,Active,,sr_23926
23927,MMGE-MJFF-PPMI-BIO,V18,,,3,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,10000.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,,sr_23927
23928,MMGE-MJFF-PPMI-BIO,V18,,,68,Derived,Fluid,Serum,Not Specified,Not Specified,Not Specified,Virtual,,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23927,sr_23928
23930,MMGE-MJFF-PPMI-BIO,V18,,,69,Aliquot,Fluid,Serum,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23928,sr_23930
23931,MMGE-MJFF-PPMI-BIO,V18,,,70,Aliquot,Fluid,Serum,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23928,sr_23931
23932,MMGE-MJFF-PPMI-BIO,V18,,,71,Aliquot,Fluid,Serum,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23928,sr_23932
23933,MMGE-MJFF-PPMI-BIO,V18,,,72,Aliquot,Fluid,Serum,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23928,sr_23933
23929,MMGE-MJFF-PPMI-BIO,V18,,,9,Derived,Fluid,Buffy Coat,Not Specified,Not Specified,Not Specified,Virtual,,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23927,sr_23929
23934,MMGE-MJFF-PPMI-BIO,V18,,,10,Aliquot,Fluid,Buffy Coat,Not Specified,Not Specified,Not Specified,Manual,750.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23929,sr_23934
23935,MMGE-MJFF-PPMI-BIO,V18,,,11,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,3000.00000000,,uL,,,EDTA Tube - 3mL,Not Specified,,,,,no,,,Active,,sr_23935
23936,MMGE-MJFF-PPMI-BIO,V18,,,12,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,3000.00000000,,uL,,,EDTA Tube - 3mL,Not Specified,,,,,no,,,Active,,sr_23936
23937,MMGE-MJFF-PPMI-BIO,V18,,,13,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,10000.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,,sr_23937
23938,MMGE-MJFF-PPMI-BIO,V18,,,14,Derived,Fluid,Serum,Not Specified,Not Specified,Not Specified,Virtual,,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23937,sr_23938
23939,MMGE-MJFF-PPMI-BIO,V18,,,15,Aliquot,Fluid,Serum,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23938,sr_23939
23940,MMGE-MJFF-PPMI-BIO,V18,,,16,Aliquot,Fluid,Serum,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23938,sr_23940
23941,MMGE-MJFF-PPMI-BIO,V18,,,17,Aliquot,Fluid,Serum,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23938,sr_23941
23942,MMGE-MJFF-PPMI-BIO,V18,,,18,Aliquot,Fluid,Serum,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23938,sr_23942
23943,MMGE-MJFF-PPMI-BIO,V18,,,19,New,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Virtual,30000.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,,sr_23943
23944,MMGE-MJFF-PPMI-BIO,V18,,,20,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23943,sr_23944
23945,MMGE-MJFF-PPMI-BIO,V18,,,21,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23943,sr_23945
23946,MMGE-MJFF-PPMI-BIO,V18,,,22,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23943,sr_23946
23947,MMGE-MJFF-PPMI-BIO,V18,,,23,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23943,sr_23947
23948,MMGE-MJFF-PPMI-BIO,V18,,,24,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23943,sr_23948
23949,MMGE-MJFF-PPMI-BIO,V18,,,25,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23943,sr_23949
23950,MMGE-MJFF-PPMI-BIO,V18,,,26,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23943,sr_23950
23951,MMGE-MJFF-PPMI-BIO,V18,,,27,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23943,sr_23951
23952,MMGE-MJFF-PPMI-BIO,V18,,,28,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23943,sr_23952
23953,MMGE-MJFF-PPMI-BIO,V18,,,29,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23943,sr_23953
23954,MMGE-MJFF-PPMI-BIO,V18,,,30,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23943,sr_23954
23955,MMGE-MJFF-PPMI-BIO,V18,,,31,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23943,sr_23955
23956,MMGE-MJFF-PPMI-BIO,V18,,,32,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23943,sr_23956
23957,MMGE-MJFF-PPMI-BIO,V18,,,33,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23943,sr_23957
23958,MMGE-MJFF-PPMI-BIO,V18,,,34,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23943,sr_23958
23959,MMGE-MJFF-PPMI-BIO,V18,,,35,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23943,sr_23959
23960,MMGE-MJFF-PPMI-BIO,V18,,,36,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23943,sr_23960
23961,MMGE-MJFF-PPMI-BIO,V18,,,37,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23943,sr_23961
23962,MMGE-MJFF-PPMI-BIO,V18,,,38,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23943,sr_23962
23963,MMGE-MJFF-PPMI-BIO,V18,,,39,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23943,sr_23963
25021,MMGE-MJFF-PPMI-BIO,V18,,FROZEN,45,New,Tissue,Tissue Frozen,Cervical Paravertebral,Not Specified,Not Specified,Virtual,,,each,'-,,Sterile Container,Not Specified,,,,,no,,,Active,,sr_25021
25022,MMGE-MJFF-PPMI-BIO,V18,,FROZEN,46,New,Tissue,Tissue Frozen,Cervical Paravertebral,Not Specified,Not Specified,Virtual,,,each,'-,,Sterile Container,Not Specified,,,,,no,,,Active,,sr_25022
25023,MMGE-MJFF-PPMI-BIO,V18,,FORMALIN,42,New,Tissue,Tissue Fixed,Cervical Paravertebral,Not Specified,Not Specified,Virtual,,,each,'-,,Sterile Container,Not Specified,,,,,no,,,Active,,sr_25023
25024,MMGE-MJFF-PPMI-BIO,V18,,,43,New,Fluid,Urine,Not Specified,Not Specified,Not Specified,Virtual,15000.00000000,,uL,,,Urine Cup,Not Specified,,,,,no,,,Active,,sr_25024
25025,MMGE-MJFF-PPMI-BIO,V18,,,44,Aliquot,Fluid,Urine,Not Specified,Not Specified,Not Specified,Manual,15000.00000000,,uL,,,Urine Cup,Not Specified,,,,,no,1,,Active,sr_25024,sr_25025
23968,MMGE-MJFF-PPMI-BIO,V19,,,1,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,10000.00000000,,uL,,,RNA PAXgene Tube 10mL,Not Specified,,,,,no,,,Active,,sr_23968
23969,MMGE-MJFF-PPMI-BIO,V19,,,2,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,10000.00000000,,uL,,,RNA PAXgene Tube 10mL,Not Specified,,,,,no,,,Active,,sr_23969
23970,MMGE-MJFF-PPMI-BIO,V19,,,3,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,10000.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,,sr_23970
23971,MMGE-MJFF-PPMI-BIO,V19,,,4,Derived,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Virtual,,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23970,sr_23971
23973,MMGE-MJFF-PPMI-BIO,V19,,,5,Aliquot,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23971,sr_23973
23974,MMGE-MJFF-PPMI-BIO,V19,,,6,Aliquot,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23971,sr_23974
23975,MMGE-MJFF-PPMI-BIO,V19,,,7,Aliquot,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23971,sr_23975
23976,MMGE-MJFF-PPMI-BIO,V19,,,8,Aliquot,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23971,sr_23976
23972,MMGE-MJFF-PPMI-BIO,V19,,,9,Derived,Fluid,Buffy Coat,Not Specified,Not Specified,Not Specified,Virtual,,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23970,sr_23972
23977,MMGE-MJFF-PPMI-BIO,V19,,,10,Aliquot,Fluid,Buffy Coat,Not Specified,Not Specified,Not Specified,Manual,750.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23972,sr_23977
23978,MMGE-MJFF-PPMI-BIO,V19,,,11,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,3000.00000000,,uL,,,EDTA Tube - 3mL,Not Specified,,,,,no,,,Active,,sr_23978
23979,MMGE-MJFF-PPMI-BIO,V19,,,12,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,3000.00000000,,uL,,,EDTA Tube - 3mL,Not Specified,,,,,no,,,Active,,sr_23979
23980,MMGE-MJFF-PPMI-BIO,V19,,,13,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,10000.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,,sr_23980
23981,MMGE-MJFF-PPMI-BIO,V19,,,14,Derived,Fluid,Serum,Not Specified,Not Specified,Not Specified,Virtual,,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23980,sr_23981
23982,MMGE-MJFF-PPMI-BIO,V19,,,15,Aliquot,Fluid,Serum,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23981,sr_23982
23983,MMGE-MJFF-PPMI-BIO,V19,,,16,Aliquot,Fluid,Serum,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23981,sr_23983
23984,MMGE-MJFF-PPMI-BIO,V19,,,17,Aliquot,Fluid,Serum,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23981,sr_23984
23985,MMGE-MJFF-PPMI-BIO,V19,,,18,Aliquot,Fluid,Serum,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23981,sr_23985
23986,MMGE-MJFF-PPMI-BIO,V19,,,19,New,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Virtual,30000.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,,sr_23986
